item_id,title,price,old_price,brand,category,href
13990058,Миша Esperanza MX405 Cyborg USB Black/Green (EGM405),199,249,Esperanza,Ігрові миші,https://rozetka.com.ua/ua/esperanza_mx405_cyborg_egm405/p13990058/
239781571,Клавіатура дротова Xtrfy K4 TKL RGB Kailh Red USB Black UKR RUS (XG-K4-RGB-TKL-R-UKR),4859,3399,Xtrfy,Ігрові клавіатури,https://rozetka.com.ua/ua/xtrfy_xg_k4_rgb_tkl_r_ukr/p239781571/
338860045,Геймерський килимок для мишки SKY (GMS-WT 7030/182) Muscle Car/ RGB підсвічування / 70x30 см,487,587,Sky,Ігрові поверхні,https://hard.rozetka.com.ua/ua/338860045/p338860045/
107611008,Миша Canyon CNE-CMS1 USB Black,109,139,Canyon,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/canyon_cne_cms1/p107611008/
355002927,"Килимок для комп'ютерної мишки ""Перська"" (23*18*0.25см) Mouse миші (644370484-1) Червоний",290,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/355002927/p355002927/
351658017,Миша MSI Clutch GM41 LIGHTWEIGHT V2 USB Black,1499,1799,MSI,Ігрові миші,https://rozetka.com.ua/ua/msi-clutch-gm41-lightweight-v2/p351658017/
353324790,Килимок для миші Presentville Гарри Поттер (символы) 24x20 см,320,0,Presentville,Ігрові поверхні,https://hard.rozetka.com.ua/ua/353324790/p353324790/
121451050,Клавіатура дротова Defender Ultra HB-330L USB Black (45330),349,293,Defender,Ігрові клавіатури,https://rozetka.com.ua/ua/defender_45330/p121451050/
128724475,Ігрова поверхня Marvo G13 XL Speed/Control (G13.XL.RD),389,310,Marvo,Ігрові поверхні,https://hard.rozetka.com.ua/ua/marvo_g13_xl_rd/p128724475/
339602938,Комп'ютерна провідна мишка MA-MTA26 літак,195,277,Без бренда,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/339602938/p339602938/
271093496,Миша Corsair Katar Pro USB Black (CH-930C011-EU),696,879,Corsair,Ігрові миші,https://rozetka.com.ua/ua/corsair_ch_930c011_eu/p271093496/
320751253,Ігрова поверхня 2E Gaming Mouse Speed/Pad XL White (2E-PG320WH),543,0,2E,Ігрові поверхні,https://hard.rozetka.com.ua/ua/320751253/p320751253/
356533758,Wireless Миша Logitech M280 Чорний,799,0,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/356533758/p356533758/
188635385,Миша Gembird MUSW-4B-02-BS Wireless White+Black,169,169,Gembird,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/gembird_musw_4b_02_bs/p188635385/
327980320,Ігрова поверхня Redragon Flick S Speed (77987),178,164,Redragon,Ігрові поверхні,https://hard.rozetka.com.ua/ua/redragon-77987/p327980320/
320346073,Миша A4Tech OP-330 USB Black (4711421961783),159,119,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/a4tech-4711421961783/p320346073/
330907336,"Комплект міні клавіатура та миша бездротова UKC Mini Keyboard - KM901, Чорний (VS7004855)",493,542,UKC,Комплект: клавіатура та миша,https://hard.rozetka.com.ua/ua/330907336/p330907336/
353791830,Миша бездротова BOROFONE business wireless mouse BG5 2.4G 800-1600dpi чорний,311,318,Borofone,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/353791830/p353791830/
351640170,Миша Gembird MUS-4B-06-WS USB White/Grey,149,0,Gembird,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/gembird-mus-4b-06-ws/p351640170/
312013205,"Настільне покриття, бювар з еко-шкіри 1200х600х2мм Сірий/Коричневий",1590,0,,Ігрові поверхні,https://hard.rozetka.com.ua/ua/312013205/p312013205/
342702724,Клавіатура Akko 3087 Mirror of the Sky Cherry MX Silent Red (A3087_MI_CSR),2999,0,,Клавіатури,https://hard.rozetka.com.ua/ua/342702724/p342702724/
312013193,Великий Комп'ютерний килимок для мишки Кубікус 800х300х2мм,480,0,,Ігрові поверхні,https://hard.rozetka.com.ua/ua/312013193/p312013193/
313860682,Ігрова поверхня GLORIOUS Extended White (GW-E),1299,0,Glorious,Ігрові поверхні,https://hard.rozetka.com.ua/ua/313860682/p313860682/
177248254,Ігрова миша Havit HV-MS736 black,199,0,Havit,Ігрові миші,https://rozetka.com.ua/ua/177248254/p177248254/
338657995,Миша Logitech G403 Hero Black USB (910-005632),3539,3715,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/338657995/p338657995/
355487802,Клавіатура дротова NZXT Full Size (ISO) Gateron Red Switches USB UK EN Layout Black (KB-1FSUK-BR),6999,0,NZXT,Ігрові клавіатури,https://rozetka.com.ua/ua/nzxt-kb-1fsuk-br/p355487802/
361909722,Миша Lenovo 400 USB-C Wireless Compact Mouse Black (GY51D20865),799,0,Lenovo,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/lenovo-gy51d20865/p361909722/
312282487,Миша A4Tech Neon XGlide USB Black Q81 Circuit Bloody,613,0,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/312282487/p312282487/
356006211,Клавіатура бездротова Logitech Keys-To-Go для iPhone iPad Apple TV UA Classic Blue (920-010060),3359,0,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/logitech-920-010060/p356006211/
350427075,"Бездротова комп'ютерна миша Veron WR13 (2.4 ГГц, 1600 dpi, оптична, 10м) - Чорний",229,399,Veron,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/350427075/p350427075/
68737917,Комплект дротовий Genius KM-160 USB UKR (31330001419),455,379,Genius,Комплект: клавіатура та миша,https://hard.rozetka.com.ua/ua/genius_31330001419/p68737917/
332229046,Миша A4Tech XL-750BH Bronze USB лазерна,1126,0,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/332229046/p332229046/
63267293,Миша Bloody P80 Pro USB Black (4711421940641),999,1149,A4Tech,Ігрові миші,https://rozetka.com.ua/ua/bloody_p80_pro_4711421940641/p63267293/
138690876,Миша Real-El RM-410 Silent USB Black (EL123200025),149,0,Real-El,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/real_el_el123200025/p138690876/
333085141,Мишка Logitech M190 Wireless Charcoal (910-005905),559,0,Logitech,Ігрові миші,https://rozetka.com.ua/ua/333085141/p333085141/
342760219,Комп'ютерна стильна провідна мишка MA-MTA38 Машинка,182,350,Без бренда,Ігрові миші,https://rozetka.com.ua/ua/342760219/p342760219/
279274573,Rii Mini X1 2.4 G Бездротова повітряна клавіатура з сенсорною панеллю і мишею (RT-MWK01 RU),749,0,Rii,Клавіатури,https://hard.rozetka.com.ua/ua/279274573/p279274573/
360962301,Килимок комп'ютерний великий Вовчиця і прянощі 25*30 см (cc_009),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962301/p360962301/
360962508,Килимок комп'ютерний великий Токійський гуль 25*30 см (cc_003),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962508/p360962508/
360962664,Килимок комп'ютерний великий аніме Ріас Школа демонів 25*30 см (cc_007),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962664/p360962664/
158984561,Ігровий кейпад Razer Tartarus V2 (RZ07-02270100-R3M1),3999,0,Razer,Ігрові клавіатури,https://rozetka.com.ua/ua/158984561/p158984561/
326036860,Беспроводная клавиатура и мышь MiiiW (MWWC01) Black (RU/UK),1499,0,MiiiW,Комплект: клавіатура та миша,https://hard.rozetka.com.ua/ua/326036860/p326036860/
283099363,Ігрова поверхня WorkPlaceShop DC HARLEY QUINN 300х800 мм,552,500,WorkPlaceShop,Ігрові поверхні,https://hard.rozetka.com.ua/ua/283099363/p283099363/
85280874,Мышь HQ-Tech HQ-MW296 Black USB згортається провід (Retractable) оптична 1000DPI,285,0,HQ-Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/85280874/p85280874/
338653774,Миша RAZER Basilisk X Hyperspeed (RZ01-03150100-R3G1),2299,2482,Razer,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/338653774/p338653774/
356944686,Ігрова поверхня Razer Strider XXL (RZ02-03810100-R3M1),2999,0,Razer,Ігрові поверхні,https://hard.rozetka.com.ua/ua/356944686/p356944686/
356943939,Миша A4Tech W60 Max Bloody Gun Grey 4711421963046,1111,0,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/356943939/p356943939/
85280910,Клавіатура провідна HQ-Tech KB-327F USB 3 кольори підсвічування символів з плавним регулюванням (Red/Green/Yellow) мультимедіа,1001,0,HQ-Tech,Клавіатури,https://hard.rozetka.com.ua/ua/85280910/p85280910/
360758502,Трекбол Logitech Ergo M575 Bluetooth Offwhite (910-005870),2999,0,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/360758502/p360758502/
359443485,Ігрова поверхня Varmilo Peony Desk Mat XL (ZDB008-01),999,0,Varmilo,Ігрові поверхні,https://hard.rozetka.com.ua/ua/359443485/p359443485/
359934045,Миша Cooler Master Mиша USB OPTICAL MM711 MM-711-WWOL2,2670,0,Cooler Master,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/359934045/p359934045/
349320609,Килимок для ведмедика Ergo MP-335XL,119,0,,Ігрові поверхні,https://hard.rozetka.com.ua/ua/349320609/p349320609/
341239705,Мишка провідна комп' ютерна оптична WUW J04 Чорний,133,0,WUW,Ігрові миші,https://rozetka.com.ua/ua/341239705/p341239705/
356198202,Мишка Razer DeathAdder Essential USB Black (RZ01-03850100-R3M1),1319,0,Razer,Ігрові миші,https://rozetka.com.ua/ua/356198202/p356198202/
358590837,Клавіатура Jedel К11 Black 1101010580,169,199,Jedel,Клавіатури,https://hard.rozetka.com.ua/ua/358590837/p358590837/
347187204,Ведмедик Glorious Model O Wireless Matte White (GLO-MS-OW-MW),4940,0,,Ігрові миші,https://rozetka.com.ua/ua/347187204/p347187204/
215409445,Клавіатура Hator Rockfall Evo TKL Optical ENG/UKR/RUS (HTK-630) Black USB,3299,0,Hator,Клавіатури,https://hard.rozetka.com.ua/ua/215409445/p215409445/
328964629,Клавіатура Motospeed K87S Outemu Blue (mtk87smb),2713,0,Motospeed,Ігрові клавіатури,https://rozetka.com.ua/ua/328964629/p328964629/
356946063,Миша 2E Gaming HyperDrive Pro RGB USB Black -MGHDPR-BK,1251,0,2E,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/356946063/p356946063/
358622079,Ігрова поверхня Corsair MM350 PRO - Extended-X (CH-9413770-WW),1227,0,Corsair,Ігрові поверхні,https://hard.rozetka.com.ua/ua/358622079/p358622079/
283098768,Ігрова поверхня WorkPlaceShop ALIEN 300х800 мм,552,500,WorkPlaceShop,Ігрові поверхні,https://hard.rozetka.com.ua/ua/283098768/p283098768/
361251957,Геймерська провідна ведмедик PICTEK PC257A,890,0,PICTEK,Ігрові миші,https://rozetka.com.ua/ua/361251957/p361251957/
205333513,Клавіатура механічна Key A4Tech B930 RGB Bloody (Black) механічна ігрова турнірна USB,2770,0,A4Tech,Ігрові клавіатури,https://rozetka.com.ua/ua/205333513/p205333513/
345222577,Bluetooth клавіатура для Lenovo Yoga Tablet/IdeaTab,1599,0,Lenovo,Клавіатури,https://hard.rozetka.com.ua/ua/345222577/p345222577/
271395341,Ігрова поверхня Gembird MP-LED-4P (MP-LED-4P),369,329,Gembird,Ігрові поверхні,https://hard.rozetka.com.ua/ua/gembird_mp_led_4p/p271395341/
339492037,Приймач для бездротових мишей (RN-20M) A4Tech,224,244,A4Tech,Аксесуари для клавіатур і мишок,https://rozetka.com.ua/ua/339492037/p339492037/
353327502,Ігрова поверхня Gembird MP-GAMEPRO-XL Black,636,0,Gembird,Ігрові поверхні,https://hard.rozetka.com.ua/ua/353327502/p353327502/
359108328,Ігрова поверхня для комп'ютерної миші та клавіатури RGB з підсвічуванням UKC нековзний 80х30 см 70001,899,0,UKC,Ігрові поверхні,https://hard.rozetka.com.ua/ua/359108328/p359108328/
354887004,Мишка Marvo M720W 6colors-LED Black (M720W),1009,1110,Marvo,Ігрові миші,https://rozetka.com.ua/ua/354887004/p354887004/
359108334,Ігрова поверхня для комп'ютерної миші та клавіатури RGB з підсвічуванням UKC нековзний 80х30 см 70002,899,0,UKC,Ігрові поверхні,https://hard.rozetka.com.ua/ua/359108334/p359108334/
154374340,Поверхня ігрова A4Tech B-087S Bloody (RET) 700x300x2 мм,569,0,A4Tech,Ігрові поверхні,https://hard.rozetka.com.ua/ua/154374340/p154374340/
361999899,Клавіатура A4Tech Fstyler FKS11 USB (White),464,0,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/361999899/p361999899/
317016505,Ігрова поверхня Marvo G35 XL Speed/Control (G35XL.MRV),456,0,Marvo,Ігрові поверхні,https://hard.rozetka.com.ua/ua/marvo-g35xl/p317016505/
324868855,Клавіатура дротова XTRIKE ME GK-980 6 colors-LED Mechanical Red Switch USB (GK-980),1309,0,XTRIKE ME,Ігрові клавіатури,https://rozetka.com.ua/ua/xtrike-me-gk-980/p324868855/
361017099,Мишка Logitech Lift for Mac Vertical Ergonomic Mouse Off White (910-006477),4871,5455,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/361017099/p361017099/
343877524,Миша Razer DeathAdder V2 Pro Wireless (RZ01-03350100-R3G1) [68056],5411,0,Razer,Ігрові миші,https://rozetka.com.ua/ua/343877524/p343877524/
354251949,Набір кейкапів Akko Parrot Fullset Keycaps 158 шт Grey (AKEYPCAPS_GP),1799,0,Akko,Аксесуари для клавіатур і мишок,https://rozetka.com.ua/ua/akko_akeypcaps_gp/p354251949/
360704037,Клавіатура бездротова LOGITECH K380 Multi-Device Sand (920-011165),2359,2594,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/360704037/p360704037/
306583243,Килимок для миші Рік та Морті Рік Санчез (Rick and Morty Rick Sanchez) (25108-2933) 22 * 18 см,175,0,MobiPrint,Ігрові поверхні,https://hard.rozetka.com.ua/ua/306583243/p306583243/
354797826,Клавіатура A4Tech FK25 USB White,651,716,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/354797826/p354797826/
360518529,Ігрова поверхня Hator Tonn EVO DUNE HAGGAR edition (HTP-002),777,0,Hator,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360518529/p360518529/
356948997,Клавіатура COBRA MK-101 Ukr Black USB,1080,0,Cobra,Клавіатури,https://hard.rozetka.com.ua/ua/356948997/p356948997/
360842316,Миша SteelSeries Prime Black (62533),1460,0,SteelSeries,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/360842316/p360842316/
103377306,Клавіатура дротова SteelSeries Apex Pro USB (SS64626),7999,9999,SteelSeries,Ігрові клавіатури,https://rozetka.com.ua/ua/steelseries_apex_pro_64626/p103377306/
336816451,Фетровий килимок для робочого столу 90х30 см чорний,550,570,,Ігрові поверхні,https://hard.rozetka.com.ua/ua/336816451/p336816451/
275377033,Глайди для миші HyperX Pulsefire Dart Wireless (FG-084),189,0,,Аксесуари для клавіатур і мишок,https://rozetka.com.ua/ua/275377033/p275377033/
359934831,Ігрова поверхня Corsair MM250 Champion X-Large Black (CH-9412560-WW),646,0,Corsair,Ігрові поверхні,https://hard.rozetka.com.ua/ua/359934831/p359934831/
273359208,"Миша Logitech M185 Wireless Mouse (Red) UA (910-002237, 910-002240)",764,0,Logitech,Ігрові миші,https://rozetka.com.ua/ua/273359208/p273359208/
361322535,Ігрова поверхня A4Tech FP75 Black,306,0,A4Tech,Ігрові поверхні,https://hard.rozetka.com.ua/ua/361322535/p361322535/
359526957,Ведмедик A4Tech Q81 Circuit Bloody Neon XGlide Black USB,801,0,A4Tech,Ігрові миші,https://rozetka.com.ua/ua/359526957/p359526957/
344897656,Ігрова клавіатура з підсвіткою ERGO KB-612 Black,690,0,Ergo,Ігрові клавіатури,https://rozetka.com.ua/ua/344897656/p344897656/
362044566,Logitech Mouse Pad Studio Series Blue (956-000051),502,0,Logitech,Ігрові поверхні,https://hard.rozetka.com.ua/ua/362044566/p362044566/
355651293,Logitech Pro X Superlight Wireless Magenta (910-005956),6312,0,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/355651293/p355651293/
333131629,Клавіатура Vinga KB410 White,613,0,Vinga,Клавіатури,https://hard.rozetka.com.ua/ua/333131629/p333131629/
292600468,Клавіатура Hator Skyfall Hex USB White ENG (HTK-667),5554,0,Hator,Клавіатури,https://hard.rozetka.com.ua/ua/292600468/p292600468/
219298639,Килимок для миші Фортнайт (Fortnite) (25108-1191) 22 * 18 см,175,0,MobiPrint,Ігрові поверхні,https://hard.rozetka.com.ua/ua/219298639/p219298639/
359935410,Бездротова миша Logitech Ergo M575 Offwhite White 910-005870,2666,0,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/359935410/p359935410/
359934996,Бездротова миша Logitech MX Anywhere 3 for Mac Pale Grey 910-005991,4443,0,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/359934996/p359934996/
359526084,Ведмедик A4Tech Bloody Q80 Maze Black USB,848,0,A4Tech,Ігрові миші,https://rozetka.com.ua/ua/359526084/p359526084/
176365680,Мишка Vinga MSG-110 Black,204,0,Vinga,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/176365680/p176365680/
307099873,Миша GENIUS DX-125 Чорний,219,0,Genius,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/307099873/p307099873/
358654794,Клавіатура A4Tech FX-50 USB (Grey),1240,0,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/358654794/p358654794/
359935284,Ігрова поверхня Corsair MM200 Extended Black (CH-9000101-WW),731,0,Corsair,Ігрові поверхні,https://hard.rozetka.com.ua/ua/359935284/p359935284/
358620984,Клавіатура A4Tech FX-51 USB (Grey),1039,0,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/358620984/p358620984/
358243266,Ігрова поверхня Corsair MM300 PRO Premium Spill-Proof Cloth Gaming Mouse Pad - Medium (CH-9413631-WW),724,797,Corsair,Ігрові поверхні,https://hard.rozetka.com.ua/ua/358243266/p358243266/
358020651,Мишка Razer Viper V2 PRO Black (RZ01-04390100-R3G1),7249,8118,Razer,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/358020651/p358020651/
347864688,Клавіатура Dark Project One KD87A ABS Gateron Mechanical Red (DPO-KD-87A-000300-GRD),2469,0,Dark Project,Клавіатури,https://hard.rozetka.com.ua/ua/347864688/p347864688/
361016706,Мишка Acer 2.4G Wireless Optical Black (NP.MCE11.00T),863,966,Acer,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/361016706/p361016706/
234117541,Cougar Vantar,2248,0,Cougar,Клавіатури,https://hard.rozetka.com.ua/ua/234117541/p234117541/
359728077,Бездротова клавіатура Logitech K360 Wireless US INT`L NSEA (920-003080),1899,1899,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/359728077/p359728077/
356940456,Миша 2E Gaming HyperDrive Lite RGB White USB -MGHDL-WT,1037,0,2E,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/356940456/p356940456/
332054386,Миша Razer Pro Click mini (RZ01-03990100-R3G1),3877,4307,Razer,Ігрові миші,https://rozetka.com.ua/ua/332054386/p332054386/
358241226,Мишка SteelSeries Aerox 9 (62618),6499,0,SteelSeries,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/358241226/p358241226/
339491977,Набір кейкапів Hator PBT Monochrome Edition ENG Only (HTS-130),551,606,Hator,Аксесуари для клавіатур і мишок,https://rozetka.com.ua/ua/339491977/p339491977/
358877949,Клавіатура Fantech MAXFIT 87 MK856 Blue Switch LED індикатори чорний (ЦУ-00035126_1498),2042,2246,Fantech,Клавіатури,https://hard.rozetka.com.ua/ua/358877949/p358877949/
73979373,Миша Trust GXT 165 Celox RGB USB Black (TR23092),899,1099,Trust,Ігрові миші,https://rozetka.com.ua/ua/trust_gxt_165_celox_rgb_black_tr23092/p73979373/
360962478,Килимок комп'ютерний великий аніме Клас вбивць Коро-сенсей 25*30 см (k036),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962478/p360962478/
354276363,Клавіатура REAL-EL Comfort 7090 Backlit Ukr Black USB,659,0,Real-El,Клавіатури,https://hard.rozetka.com.ua/ua/354276363/p354276363/
358243152,Клавіатура Gembird KB-UML3-01-UA Ukr Black USB,479,527,Gembird,Ігрові клавіатури,https://rozetka.com.ua/ua/358243152/p358243152/
332356756,Миша GLORIOUS Model O Wireless Matte white (GLO-MS-OW-MW),3707,4118,Glorious,Ігрові миші,https://rozetka.com.ua/ua/332356756/p332356756/
356198199,Мишка Trust GXT 108 Rava Illuminated Gaming mouse (22090),516,0,Trust,Ігрові миші,https://rozetka.com.ua/ua/356198199/p356198199/
338650540,Миша RAPOO M100 Silent wireless multi-mode,503,528,Rapoo,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/338650540/p338650540/
358086930,Мышь EVGA X12 Black (905-W1-12BK-KR),2379,0,EVGA,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/358086930/p358086930/
357012924,Бездротова Bluetooth Миша Вертикальна IClever WM101,1290,0,iClever,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/357012924/p357012924/
360962736,Килимок комп'ютерний великий Наруто Мінато 25*30 см (cc_001),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962736/p360962736/
340383406,Миша Razer Basilisk Ultimate Lite Wireless Black RZ01-03170200-R3G1,5554,0,Razer,Ігрові миші,https://rozetka.com.ua/ua/340383406/p340383406/
354797517,Клавіатура Maxxter KB-211-U,479,527,Maxxter,Ігрові клавіатури,https://rozetka.com.ua/ua/354797517/p354797517/
359936292,Миша A4Tech USB Black J95s Bloody,1221,0,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/359936292/p359936292/
361587351,Клавіатура Дротова gembird kb-uml3-01-ua чорна (25061),899,1199,Gembird,Клавіатури,https://hard.rozetka.com.ua/ua/361587351/p361587351/
360379515,Миша A4Tech F5 Black USB V-Track,808,0,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/360379515/p360379515/
338652799,Миша A4Tech XL-750BK-B Black USB лазерна (XL-750BK-B USB (Black)),960,1046,A4Tech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/338652799/p338652799/
315829954,Килимок ігрова поверхня на стіл UKC для комп'ютерної миші та клавіатури 80х30 см 500018,300,0,UKC,Ігрові поверхні,https://hard.rozetka.com.ua/ua/315829954/p315829954/
357012933,Бездротова Bluetooth Миша Вертикальна Tecknet M012,1290,0,TeckNet,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/357012933/p357012933/
318669229,Клавіатура Sven KB-G8500,1072,1200,Sven,Ігрові клавіатури,https://rozetka.com.ua/ua/318669229/p318669229/
361018389,Клавіатура Logitech K380 Multi-Device Bluetooth UA Lavender Lemonade (920-011166),2899,3246,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/361018389/p361018389/
327511996,Мышка Logitech G Pro X Superlight Wireless White (910-005942),7249,8118,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/327511996/p327511996/
359935143,Клавіатура A4Tech FKS10 USB Orange,437,0,A4Tech,Ігрові клавіатури,https://rozetka.com.ua/ua/359935143/p359935143/
356948061,Ігрова поверхня Redragon Orion RGB (75151),1084,0,Redragon,Ігрові поверхні,https://hard.rozetka.com.ua/ua/356948061/p356948061/
360428175,Комп'ютерна миша Rapoo M500 Silent Black USB (M500 Silent),947,0,Rapoo,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/360428175/p360428175/
351702840,Клавіатура Cherry Desktop DW 8000 (US/EUUA) Wirelesss si/wh,2599,0,Cherry,Клавіатури,https://hard.rozetka.com.ua/ua/351702840/p351702840/
283090858,Ігрова поверхня WorkPlaceShop ЗОРЯНИЙ РУЙНІВНИК 300х800 мм,552,500,WorkPlaceShop,Ігрові поверхні,https://hard.rozetka.com.ua/ua/283090858/p283090858/
360703953,Клавіатура бездротова LOGITECH K380 Multi-Device Lavender Lemonade (920-011166),2359,2429,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/360703953/p360703953/
359903388,Комп'ютерна клавіатура з підсвічуванням та захистом від вологи та пилу XO KB-01,1118,1928,XO,Клавіатури,https://hard.rozetka.com.ua/ua/359903388/p359903388/
338658406,Миша REAL-EL RM-780 Gaming Black USB,740,762,Real-El,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/338658406/p338658406/
344520907,Професійна ігрова поверхня килимок килим для миші мишки прогумований ігровий 30х70 см (15121-Нов),515,640,Badin,Ігрові поверхні,https://hard.rozetka.com.ua/ua/344520907/p344520907/
355650186,Xtrfy K4 RGB Kailh Red RGB USB (XG-K4-RGB-R-RUS),5021,0,Xtrfy,Клавіатури,https://hard.rozetka.com.ua/ua/355650186/p355650186/
360962313,Килимок комп'ютерний великий аніме Євангеліон 25*30 см (cc_016),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962313/p360962313/
360962640,Килимок комп'ютерний великий аніме Євангеліон 25*30 см (cc_014),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962640/p360962640/
360962253,Килимок комп'ютерний великий k-pop BTS BT21 25*30 см (cc_010),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962253/p360962253/
335786755,Професійна ігрова миша провідна BASEUS GAMO 9 Programmable Buttons Gaming Mouse Black (GMGM01-01),849,0,Baseus,Ігрові миші,https://rozetka.com.ua/ua/335786755/p335786755/
349605921,"Клавиатура 2E KG370 GAMING, Black (2E-KG370UBK-RD)",2465,0,2E,Клавіатури,https://hard.rozetka.com.ua/ua/349605921/p349605921/
359739087,Ведмедик бездротовий Logitech Signature M650 (910-006255) Off-White USB,1846,2031,Logitech,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/359739087/p359739087/
321565012,Ігрова миша бездротова LOGITECH G604 LIGHTSPEED (L910-005649) чорний,4299,0,Logitech,Ігрові миші,https://rozetka.com.ua/ua/321565012/p321565012/
359906538,Клавиатура Atlanfa AT-M200P проводная игровая с синей подсветкой + подставка для кистей Черная,562,969,Atlanfa,Ігрові клавіатури,https://rozetka.com.ua/ua/359906538/p359906538/
360962781,Килимок комп'ютерний великий Клинок який знищує демонів 25*30 см (cc_002),410,0,Без бренда,Ігрові поверхні,https://hard.rozetka.com.ua/ua/360962781/p360962781/
129814270,Клавiатура A4Tech B150N Bloody Black USB,1149,0,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/129814270/p129814270/
336263500,Клавиатура Logitech G915 Gaming TKL Tenkeyless LightSpeed Wireless RGB Mechanical White(920-009664),10179,0,Logitech,Клавіатури,https://hard.rozetka.com.ua/ua/336263500/p336263500/
356947257,Клавіатура 2E Gaming KG370 RGB 68key Gateron Red Switch USB Black (2E-KG370UBK-RD),2001,0,2E,Клавіатури,https://hard.rozetka.com.ua/ua/356947257/p356947257/
358242366,Клавіатура A4Tech KL-7MUU Ukr Silver/Grey USB,970,1067,A4Tech,Клавіатури,https://hard.rozetka.com.ua/ua/358242366/p358242366/
252996816,Миша Marvo G945 USB Black,1080,1026,Marvo,Ігрові миші,https://rozetka.com.ua/ua/marvo_g945/p252996816/
291871888,Бездротова оптична миша Meetion MT-R545 Wireless Чорний,189,219,Meetion,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/291871888/p291871888/
352323987,Комп'ютерна дротова оптична мишка MA-556 машинка,204,385,Без бренда,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/352323987/p352323987/
358241661,Ведмедик 2E Gaming HyperDrive Lite RGB Black (2E-MGHDL-BK) USB,1157,1273,2E,Комп'ютерні миші,https://hard.rozetka.com.ua/ua/358241661/p358241661/
